power
292256.19999999995
310507.9
255989.2
184989.60000000003
151377.2
119673.8
101574.9
82925.99999999999
55047.1
42392.1
35652.100000000006
48262.399999999994
54224.4
67575.5
103397.4
138227.8
135080.8
134096.3
139796.9
233801.8
294877.60000000003
270127.89999999997
168734.89999999997
204870.0
244334.2
79439.3
90041.3
162278.80000000002
170825.6
250219.09999999998
359606.60000000003
341200.7
193451.9
189291.90000000002
169935.40000000002
160583.8
107907.59999999999
65640.5
47902.6
98463.3
102022.4
124114.90000000001
134211.69999999998
157988.90000000002
234604.69999999998
230975.69999999995
165701.0
161403.0
143696.80000000002
102426.90000000001
131556.09999999998
237764.80000000002
205975.90000000005
187357.30000000002
255047.5
278670.0
298519.9
252144.40000000002
215510.2
270385.8
266048.8
224262.4
192667.30000000002
210693.69999999998
164206.2
87834.59999999999
53230.0
144994.3
156535.40000000002
95701.8
40762.00000000001
42815.1
62861.8
59012.700000000004
52581.899999999994
43445.899999999994
37663.100000000006
46095.4
41309.2
36254.80000000001
32072.0
33069.5
33478.2
25416.800000000003
34727.399999999994
30754.600000000002
21963.199999999997
25635.800000000003
48624.9
48189.0
29963.800000000003
25610.1
39567.49999999999
41836.200000000004
81264.99999999999
134901.6
225159.40000000002
242169.49999999997
183091.19999999998
105621.5
62382.399999999994
48075.799999999996
54107.0
59703.700000000004
50530.9
51565.100000000006
60951.7
66629.7
58967.60000000001
58728.2
68043.40000000001
89061.29999999999
65808.2
39569.1
27006.5
35601.8
33616.5
25076.4
20979.5
23029.699999999997
18577.399999999998
11970.199999999999
10544.8
16883.0
26676.4
55837.49999999999
87062.0
118855.90000000001
112508.40000000001
123191.8
187208.6
261638.89999999997
298721.0
259520.7
213868.69999999998
244051.60000000003
366726.3
483863.29999999993
501432.3
527131.5
514774.3
518814.7
509443.19999999995
409308.3
361010.6
347680.8
389893.2
420322.00000000006
379376.30000000005
266528.7
250257.29999999996
405352.0
369282.69999999995
302631.69999999995
255920.19999999998
131445.2
89232.5
45188.99999999999
18575.100000000002
49044.6
95579.20000000001
118124.9
141924.1
193105.09999999998
170631.3
132727.7
182328.4
191530.1
116884.40000000001
134186.69999999998
163736.30000000002
172820.30000000002
139037.6
77462.29999999999
68465.3
112184.6
181433.6
241971.30000000002
239160.99999999997
235659.40000000002
204742.7
156162.0
150110.49999999997
180112.5
147748.30000000002
103053.6
59889.5
87601.69999999998
84247.0
78009.8
77340.29999999999
77622.59999999999
54160.7
50695.100000000006
53594.6
51552.200000000004
64380.7
88147.3
117664.5
162153.0
161906.1
169345.9
163036.00000000003
129753.09999999998
95385.30000000002
110189.5
109280.4
127933.7
88811.29999999999
68579.90000000001
52165.700000000004
74089.3
66411.09999999999
72316.7
80544.49999999999
120415.4
123243.2
96577.40000000001
69922.09999999999
90703.8
73519.90000000001
72377.2
87322.69999999998
133676.8
126906.90000000001
123945.79999999999
128502.0
169655.90000000002
117256.40000000001
92495.2
77193.20000000001
67852.6
45216.2
34814.600000000006
31442.5
57226.59999999999
36740.6
35052.0
64404.0
123923.0
101985.1
93453.4
106815.90000000001
129767.6
82079.00000000001
53352.4
51271.50000000001
63858.299999999996
33564.5
23440.6
24003.2
40118.6
63125.0
93342.30000000002
175290.8
141210.3
100316.29999999999
46330.4
66527.2
75225.3
61153.5
52008.19999999999
63270.200000000004
127138.09999999999
137472.4
94951.49999999999
96857.70000000001
179870.9
213958.80000000002
282149.30000000005
355911.7
204191.1
162506.5
283364.10000000003
407265.70000000007
426215.6
370558.50000000006
263550.4
244566.2
103009.70000000003
95025.49999999999
83411.80000000002
53287.600000000006
99381.0
79434.4
55033.600000000006
24668.199999999997
14856.3
13261.1
8704.5
8091.000000000001
25479.3
56095.700000000004
97951.0
165826.6
237228.4
215456.3
211056.59999999998
246403.3
241421.09999999998
174436.8
115562.8
73798.5
62303.4
108865.70000000001
146925.8
121232.8
66138.6
63202.0
45890.0
57833.7
48012.8
30348.0
14735.1
15943.6
16852.4
47768.799999999996
53872.2
48796.1
48767.2
58393.799999999996
53579.299999999996
79341.8
83558.4
76736.29999999999
32496.7
47778.4
84735.50000000001
109043.19999999998
106757.7
134894.30000000002
71245.40000000001
64479.899999999994
64503.299999999996
127152.9
92326.40000000001
69605.2
49831.700000000004
40196.1
35193.1
31297.1
14667.1
17884.7
20895.600000000002
59843.9
74870.9
114903.5
48508.299999999996
35528.8
36848.2
39205.100000000006
16601.3
23519.9
12517.3
22252.2
58682.99999999999
79526.70000000001
109519.20000000001
226852.10000000003
297438.99999999994
280472.2
249388.40000000002
195430.40000000002
81407.6
50352.2
41495.799999999996
84822.19999999998
127267.5
96732.40000000001
31249.3
19966.5
45208.50000000001
51115.399999999994
76791.2
111378.50000000001
80476.90000000001
102087.09999999999
152625.0
236764.40000000002
175908.4
174564.39999999997
178336.7
198484.80000000002
150766.90000000002
214097.0
290188.10000000003
367471.19999999995
288477.2
225483.60000000003
259958.1
394277.1
372888.4
226946.1
133509.10000000003
116925.9
68271.9
44711.4
27171.300000000003
49809.7
30340.6
22854.0
20020.5
48322.200000000004
69458.5
179096.4
359726.19999999995
435045.39999999997
388100.0
387520.29999999993
359077.0
296014.1
135730.59999999998
55717.80000000001
21324.299999999996
27292.100000000002
17731.7
17723.0
13129.599999999999
14780.5
15325.999999999998
22816.2
17840.9
16554.5
11827.399999999998
16764.100000000002
17106.8
21421.599999999995
21023.6
22717.3
16400.5
24173.300000000003
52248.899999999994
62221.79999999999
42666.9
36334.799999999996
53017.40000000001
48639.100000000006
13167.6
10486.3
39029.1
27085.7
20035.999999999996
24060.1
82403.30000000002
74785.3
50555.8
72561.5
135486.8
123623.8
102018.90000000001
133696.80000000002
148147.8
115859.3
62125.200000000004
70699.2
99736.8
66092.7
44256.600000000006
79841.70000000001
66476.0
51137.9
33217.2
78086.3
74072.29999999999
53417.2
36457.7
52076.4
90795.00000000001
83283.6
63787.399999999994
111889.8
139359.99999999997
135429.4
135435.6
289859.50000000006
