power
50872.75
59050.5
74244.5
114624.0
145169.25
153854.5
147930.5
144666.5
128116.5
132991.75
109389.0
86546.25
109260.25
102574.25
89733.75
77461.25
75661.5
84301.75
42827.75
16832.5
5481.5
13084.25
29554.5
54586.5
49302.75
43855.75
42867.25
74573.25
94331.25
104622.25
97140.5
124436.25
139400.0
171882.75
177132.5
146936.5
127330.75
167262.5
171775.75
157693.5
139532.25
155313.75
167251.5
158327.0
136812.75
156685.25
169271.0
159203.25
125663.5
146124.0
128698.25
108513.0
92488.75
124651.0
97407.0
85499.0
97459.0
144896.0
147793.75
146600.0
120375.0
82681.75
31514.75
22480.0
25186.75
31636.75
26697.75
39211.75
42841.0
38578.25
22152.75
22693.0
12032.5
8037.5
5094.25
7714.25
6303.75
4130.25
2060.25
3397.75
4905.5
8281.75
9799.75
22249.5
20345.75
18138.5
11902.5
12637.75
9119.25
6718.5
3868.25
11743.0
33289.75
41974.0
28429.75
38365.5
42202.0
31216.25
18832.5
15420.0
21332.5
41136.25
62650.0
79733.25
88085.0
77966.0
60647.0
39865.75
37831.75
79993.75
144974.75
149318.0
123549.75
126563.25
98639.0
57123.0
23991.5
20397.5
22797.5
21555.0
33790.75
34037.75
28631.0
34855.75
27447.75
20939.75
24767.75
40908.0
43542.75
52156.0
50458.75
43646.0
36627.75
25452.0
18034.0
13716.0
12676.5
10100.0
9907.5
6175.5
7077.5
13064.5
33231.0
59554.75
56723.5
46466.75
39458.5
30145.75
23601.25
36666.25
72976.25
118140.25
134154.75
106894.0
80668.75
74489.0
102236.5
108171.25
94724.75
66253.5
51156.5
39988.5
33674.25
18296.25
10123.75
5105.25
3153.25
7879.5
6364.75
4383.75
2787.5
9285.25
13861.5
14978.75
15385.5
39520.0
33024.25
22502.5
13444.0
37582.25
41703.75
43762.0
38334.25
58131.0
55051.25
54079.0
42660.25
44485.75
25200.5
14101.25
9442.5
14111.25
14597.5
18320.25
27528.75
52383.0
51929.0
52718.0
49946.75
